disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh,id
1539,Closed,2020-04-29T04:00:00.000Z,92911919,87636278.54,9004393,6274240,67109646.97,3704052.52,368026.04,1175920.01,3664518f683151b484932ca09ceff02b,2020-04-29T17:01:01.567Z,5d1fafd787fac86ceb8850bc
973,Closed,2004-05-28T04:00:00.000Z,2061868,1706576,184967,0,1419130,0,27788,74691,63d1fa83e34fcea1609d12502ccbcd7c,2020-01-09T15:07:39.408Z,5d1fafd787fac86ceb8850bd
1312,Closed,2012-05-31T04:00:00.000Z,3937500,3453353,196363,189610,2840909,156661,3695,66115,2c05d7a6c4c8440d1b21f8e82d953023,2020-01-09T15:07:39.588Z,5d1fafd787fac86ceb8850be
896,Closed,1998-06-02T04:00:00.000Z,227162,237354,0,0,193000,30000,5634,8720,14e7ee84ac9ea42d0762e5f380928f5d,2020-01-09T15:07:39.466Z,5d1fafd787fac86ceb8850bf
1567,Closed,2008-03-21T04:00:00.000Z,113870,113870,0,0,113870,0,0,0,78c4b4cf7c929936df5d411bfad76d86,2020-01-09T15:07:39.426Z,5d1fafd787fac86ceb8850c0
1559,Closed,2008-10-08T04:00:00.000Z,165659,154535,0,0,152526,1,128,1880,183a05f12ef3d22f353eec77846924b8,2020-01-09T15:07:39.423Z,5d1fafd787fac86ceb8850c1
1832,Closed,2017-09-07T04:00:00.000Z,467384,208629,13148,0,172671,22810,0,0,b2d169f1b510b7328d8cbe8715960cfb,2020-01-09T15:07:39.470Z,5d1fafd787fac86ceb8850c2
1464,Closed,2012-01-04T05:00:00.000Z,5051903,4630711,0,264080,4010697,190789,54851,110294,bb77886a2c5e9eb01f6657892a11154a,2020-01-09T15:07:39.512Z,5d1fafd787fac86ceb8850c3
1600,Closed,2011-11-16T05:00:00.000Z,251845,178200,0,0,178200,0,0,0,8f57077f91eca010b0fdb3a49eed153a,2020-01-09T15:07:39.613Z,5d1fafd787fac86ceb8850c4
943,Closed,2006-02-21T05:00:00.000Z,892707,942004,0,0,882707,109,19451,39737,e4eb2beccce78f609766ffa6c069717b,2020-01-09T15:07:39.420Z,5d1fafd787fac86ceb8850c5
1332,Closed,2007-10-10T04:00:00.000Z,3318014,3154896,0,12594,3021608,28919,8418,83357,165fde40d8bea72061d34878c14a0909,2020-01-09T15:07:39.635Z,5d1fafd787fac86ceb8850c6
841,Closed,2003-11-21T05:00:00.000Z,29456493,17476958,0,0,17035052,76784,122771,242351,af0ac0914899472dad0cb8af487dc814,2020-01-09T15:07:39.034Z,5d1fafd787fac86ceb8850c7
882,Closed,1999-10-12T04:00:00.000Z,552975,371318,0,0,346696,0,8261,16361,498eac643c4c505adda9a0473f6754e7,2020-01-09T15:07:39.520Z,5d1fafd787fac86ceb8850c8
1005,Closed,2010-08-03T04:00:00.000Z,10227728,9168962,346869,0,8470108,44623,81438,225924,8fcc0af2e01d2fe9258fe514eb754002,2020-01-09T15:07:39.607Z,5d1fafd787fac86ceb8850c9
4007,Closed,2017-07-11T04:00:00.000Z,804911,816983,5175,21375,778361,12072,0,0,9baae7f4eaf83cea23c42df58d304513,2020-01-09T15:07:39.533Z,5d1fafd787fac86ceb8850ca
1388,Closed,2010-05-18T04:00:00.000Z,2369849,2023999,0,159288,1728129,66063,30277,40242,dc85c9b90daceb0a9e8a4c801897c891,2020-01-09T15:07:39.619Z,5d1fafd787fac86ceb8850cb
1365,Closed,2008-04-28T04:00:00.000Z,575983,417677,10280,0,355255,32730,8528,10884,5127977e2998aa370198f46eaec284c8,2020-01-09T15:07:39.578Z,5d1fafd787fac86ceb8850cc
1910,Open,,9567531,5042587,477634,509776,3592325,462852,0,0,829c83d6f5391ea4a422fb43ab169c7f,2020-01-09T15:07:39.637Z,5d1fafd787fac86ceb8850cd
1280,Closed,2005-06-23T04:00:00.000Z,1721649,1152684,97013,0,999771,0,22304,33596,bbabf9e8c745a5624e885ed81c3360d9,2020-01-09T15:07:39.494Z,5d1fafd787fac86ceb8850ce
1165,Closed,2003-11-19T05:00:00.000Z,2018361,2036225,0,0,1953090,0,31052,52083,4860794b668555e5d03e77c9a24a7d7c,2020-01-09T15:07:39.388Z,5d1fafd787fac86ceb8850cf
1335,Closed,2006-05-26T04:00:00.000Z,3719210,2766765,124636,0,2421130,144528,9829,66642,9348bb6598258a20aa031a35032db035,2020-01-09T15:07:39.557Z,5d1fafd787fac86ceb8850d0
1390,Closed,2006-09-29T04:00:00.000Z,876439,914172,43822,48810,650769,120497,16686,33588,c865cd60585c87f35cba24be46df6ea1,2020-01-09T15:07:39.415Z,5d1fafd787fac86ceb8850d1
1171,Closed,2007-06-27T04:00:00.000Z,326326,334584,0,0,299974,17706,7541,9363,021cd860ebf880daa88ae21557b6f7d4,2020-01-09T15:07:39.486Z,5d1fafd787fac86ceb8850d2
1330,Closed,2005-06-23T04:00:00.000Z,270514,232618,0,0,218772,0,5542,8304,b442860f2e62fe1f866533b6b48e1d38,2020-01-09T15:07:39.400Z,5d1fafd787fac86ceb8850d3
1573,Closed,2013-11-13T05:00:00.000Z,2476257,2364984,75991,57575,2225512,0,25,5881,fe21a3c7c3422568ffdccaa5d584ab2c,2020-01-09T15:07:39.607Z,5d1fafd787fac86ceb8850d4
869,Open,,384615,410020,0,0,384615,0,9020,16385,fd100a055957f1bf91cce9a5ae3e0a83,2020-01-09T15:07:39.634Z,5d1fafd787fac86ceb8850d5
989,Open,,0,0,0,0,0,0,0,0,78ec0d8463c96da58d3761538117b737,2020-01-09T15:07:39.543Z,5d1fafd787fac86ceb8850d6
839,Closed,2000-05-30T04:00:00.000Z,32456,35435,0,0,32456,0,1032,1947,4bc3e3635fc92f418414905b604ebaa2,2020-01-09T15:07:39.583Z,5d1fafd787fac86ceb8850d7
1184,Closed,2004-03-02T05:00:00.000Z,957492,956142,0,0,852650,53259,19728,30505,cd5166b6f8363781bb333b8a63d5957a,2020-01-09T15:07:39.553Z,5d1fafd787fac86ceb8850d8
1415,Closed,2007-07-15T04:00:00.000Z,610281,573827,30000,39000,427862,59542,2413,15010,baab1bd1def61602eafe4a4bf6ab8b62,2020-01-09T15:07:39.540Z,5d1fafd787fac86ceb8850d9
878,Closed,1995-03-01T05:00:00.000Z,63245,0,0,0,0,0,0,0,33580bd97e36b3050f6500540d3695d3,2020-01-09T15:07:39.438Z,5d1fafd787fac86ceb8850da
1027,Closed,1996-05-30T04:00:00.000Z,8009578,8289061,826727,0,7182851,0,77060,202423,a99d5f01c1ae52b2ce7d5937cdf96725,2020-01-09T15:07:39.535Z,5d1fafd787fac86ceb8850db
1679,Closed,2014-05-08T04:00:00.000Z,4136752,2327370,397457,286297,1474709,133173,32128,3606,ccd6b17a42cb78a4b128a696a1cf0aff,2020-01-09T15:07:39.579Z,5d1fafd787fac86ceb8850dc
1140,Closed,2001-08-03T04:00:00.000Z,688251,43238,0,0,40364,0,1259,1615,7276592f429a3688b764faf6d70449e1,2020-01-09T15:07:39.477Z,5d1fafd787fac86ceb8850dd
1122,Closed,2002-09-24T04:00:00.000Z,1146777,1217147,29854,0,1108097,21638,22815,34743,f94e54535146ee96e64aebf5d0baf8ce,2020-01-09T15:07:39.553Z,5d1fafd787fac86ceb8850de
1204,Closed,2006-04-26T04:00:00.000Z,1941265,1764277,194062,0,1485473,0,28359,56383,f1cc39bed0ee9cb343b4f217360da879,2020-01-09T15:07:39.616Z,5d1fafd787fac86ceb8850df
1006,Closed,2004-03-10T05:00:00.000Z,1047261,1105536,0,0,1000000,47261,21719,36556,2c42f217f5b21734c442b470abfdc91d,2020-01-09T15:07:39.488Z,5d1fafd787fac86ceb8850e0
1253,Closed,2005-06-29T04:00:00.000Z,2027055,2116175,101214,0,1893382,32459,27952,61168,895c988b6b43f679bb29fc97d97c266a,2020-01-09T15:07:39.428Z,5d1fafd787fac86ceb8850e1
993,Closed,2008-01-28T05:00:00.000Z,12974353,12151781,640238,0,11212110,130426,31615,137392,5cdaed212e58c7b33c6fab4e08534f80,2020-01-09T15:07:39.465Z,5d1fafd787fac86ceb8850e2
886,Closed,1999-09-14T04:00:00.000Z,1937943,1813538,92897,0,1547939,80000,28847,63855,3c8ecad698092e91e62e4ff238c406a3,2020-01-09T15:07:39.548Z,5d1fafd787fac86ceb8850e3
1127,Closed,2003-11-24T05:00:00.000Z,2590392,2673290,0,0,2590392,0,37359,45539,e7d3beecc71f1d0177fc4c544b5476fa,2020-01-09T15:07:39.486Z,5d1fafd787fac86ceb8850e4
1046,Closed,2012-03-05T05:00:00.000Z,19516997,19981617,0,0,18225585,1291044,135232,329756,c1983af0d852f9c32e024484c1126da2,2020-01-09T15:07:39.498Z,5d1fafd787fac86ceb8850e5
1044,Closed,2011-07-06T04:00:00.000Z,34739521,35136508,273750,0,30988032,3133341,210629,530756,eca67f75e1343f07d510fd33a7abcd3c,2020-01-09T15:07:39.433Z,5d1fafd787fac86ceb8850e6
995,Closed,2004-03-09T05:00:00.000Z,30451013,31426242,345442,0,29654558,451013,192473,782756,8cfc3639bf0cb0af50c6ee8d6d1828cb,2020-01-09T15:07:39.444Z,5d1fafd787fac86ceb8850e7
822,Closed,1996-09-23T04:00:00.000Z,208709,221682,0,0,200105,6000,5327,10250,19670ba86736b7381dccaeda90f4033c,2020-01-09T15:07:39.028Z,5d1fafd787fac86ceb8850e8
996,Closed,2005-06-10T04:00:00.000Z,31829750,32504884,2986260,0,27874847,829750,197537,616490,cb2aa94ffa4ef601732ae9221777a5b9,2020-01-09T15:07:39.423Z,5d1fafd787fac86ceb8850e9
1116,Closed,2004-06-23T04:00:00.000Z,1204423,868407,33324,0,775026,0,23105,36952,6fa88e7089a3b7dbc7bd1c65a62e7c32,2020-01-09T15:07:39.586Z,5d1fafd787fac86ceb8850ea
1146,Closed,2002-04-04T05:00:00.000Z,1101577,1117782,0,0,1001577,60000,21958,34247,bc8214e8350b74145b96de2c72bd46ad,2020-01-09T15:07:39.637Z,5d1fafd787fac86ceb8850eb
1251,Closed,2008-03-03T05:00:00.000Z,10581012,13298291,546930,0,12354568,286936,79188,30669,8ffb3b36ec153e3e8d44be73e7eea088,2020-01-09T15:07:39.517Z,5d1fafd787fac86ceb8850ec
834,Closed,2001-12-11T05:00:00.000Z,326355,293338,0,0,270456,0,7828,15054,b9fa70689bbcefd75c7647818ba58edf,2020-01-09T15:07:39.402Z,5d1fafd787fac86ceb8850ed
872,Closed,2006-02-21T05:00:00.000Z,155065,167114,0,0,143065,11869,4257,7923,b3c1667874b7719f15b19b44e8151050,2020-01-09T15:07:39.440Z,5d1fafd787fac86ceb8850ee
994,Closed,2001-06-06T04:00:00.000Z,10618365,10892519,0,0,10503365,114510,90013,184631,c2be42fb5d4630bade7819ab9d16b8e4,2020-01-09T15:07:39.392Z,5d1fafd787fac86ceb8850ef
1111,Closed,2003-05-01T04:00:00.000Z,933279,675392,0,0,589694,54750,16725,14223,c2069b865490662019da0db4f6fde13d,2020-01-09T15:07:39.568Z,5d1fafd787fac86ceb8850f0
863,Closed,2000-05-22T04:00:00.000Z,1055219,1120338,0,0,1055219,0,21984,43135,dd85b6434dcf3d73934883becb587c01,2020-01-09T15:07:39.559Z,5d1fafd787fac86ceb8850f1
1248,Closed,2002-09-24T04:00:00.000Z,1625417,996958,0,0,887188,68526,20529,20715,2d4bcae4e1c54197430b526ff699a1b9,2020-01-09T15:07:39.520Z,5d1fafd787fac86ceb8850f2
1206,Closed,2002-06-05T04:00:00.000Z,476631,501148,0,0,476631,0,10807,13710,243e0b264704c9a162944be9d3e3d5ef,2020-01-09T15:07:39.523Z,5d1fafd787fac86ceb8850f3
1195,Closed,2011-06-09T04:00:00.000Z,15442242,14753069,1279289,0,11813184,1178477,109219,372900,55720f132e13a5fea4fba07aa09d3d1e,2020-01-09T15:07:39.545Z,5d1fafd787fac86ceb8850f4
1197,Closed,2009-05-14T04:00:00.000Z,3246608,3072370,63425,0,2846257,47282,41311,74095,abfb5c50ac7ab3bf4fa977b6f628883f,2020-01-09T15:07:39.619Z,5d1fafd787fac86ceb8850f5
956,Closed,1999-07-12T04:00:00.000Z,1755246,1803168,0,0,1677300,36331,28744,60793,40c99fe079fe7908215a40c9c51a7801,2020-01-09T15:07:39.590Z,5d1fafd787fac86ceb8850f6
1018,Closed,2003-08-28T04:00:00.000Z,2922885,2200699,101016,0,2008682,0,34565,56436,b7abf3c67f6b747f9af85e0f27f58800,2020-01-09T15:07:39.439Z,5d1fafd787fac86ceb8850f7
916,Closed,2001-09-24T04:00:00.000Z,76773,83820,0,0,76773,0,2441,4606,558db9b5eb471feb142ed3da1acd49b4,2020-01-09T15:07:39.460Z,5d1fafd787fac86ceb8850f8
821,Closed,2002-09-23T04:00:00.000Z,545000,579052,16088,0,523601,2354,12334,24675,096dbf4139bd8890ea5295daa6a70e80,2020-01-09T15:07:39.457Z,5d1fafd787fac86ceb8850f9
1059,Closed,2002-09-30T04:00:00.000Z,2402542,2490888,0,0,2386530,12094,35592,56672,48468f352071d0121e184a405fcc7444,2020-01-09T15:07:39.570Z,5d1fafd787fac86ceb8850fa
1254,Closed,2006-09-18T04:00:00.000Z,1006006,750065,50300,0,653543,22631,3647,19944,ef16c83ecf5fa197098aba44fd32905f,2020-01-09T15:07:39.057Z,5d1fafd787fac86ceb8850fb
1180,Closed,2003-07-07T04:00:00.000Z,4793630,4867931,52588,0,4558542,94878,59088,102835,395b0c67bec5d9840cb8a6c7caa82ab9,2020-01-09T15:07:39.532Z,5d1fafd787fac86ceb8850fc
1053,Closed,2008-01-30T05:00:00.000Z,3810338,3390112,0,0,3278007,3625,26757,81723,37bd5245ecfe29989e7c6027b75ecef5,2020-01-09T15:07:39.588Z,5d1fafd787fac86ceb8850fd
1100,Closed,2003-01-13T05:00:00.000Z,15063512,14920704,0,0,14392050,87825,110053,330776,421877b984862ee447439bd4d02a4c74,2020-01-09T15:07:39.439Z,5d1fafd787fac86ceb8850fe
1062,Closed,2004-03-15T05:00:00.000Z,4845060,4906246,735199,0,3985919,0,60695,124433,93f45180564437a3aa6bd17fe694c7cc,2020-01-09T15:07:39.494Z,5d1fafd787fac86ceb8850ff
1209,Closed,2007-04-02T04:00:00.000Z,8520026,8777569,1881794,0,6265979,372253,78410,179133,bdc5a318bb2e38a022126d26d8fe3afe,2020-01-09T15:07:39.579Z,5d1fafd787fac86ceb885100
1019,Closed,2005-05-26T04:00:00.000Z,688330,724003,198191,0,486795,2547,15177,21293,5c346ba4315326d1c33e7101194b2c70,2020-01-09T15:07:39.565Z,5d1fafd787fac86ceb885101
930,Closed,1998-09-11T04:00:00.000Z,1000364,1069416,0,0,1000364,0,21479,47573,dd97c4c5c048b37df7be9dd8dc7a5e82,2020-01-09T15:07:39.460Z,5d1fafd787fac86ceb885102
974,Closed,2000-06-22T04:00:00.000Z,1327546,1235607,0,0,1145050,14995,23125,52437,9b328be0e71e07f971bd16afef28605d,2020-01-09T15:07:39.622Z,5d1fafd787fac86ceb885103
1198,Closed,2004-11-09T05:00:00.000Z,6267137,6485466,313268,0,5891571,3525,68370,208732,eb62a139cd63a86ffa13279c59ae8dc4,2020-01-09T15:07:39.039Z,5d1fafd787fac86ceb885104
1247,Closed,1999-06-16T04:00:00.000Z,221339230,220712228,5724091,0,210240155,1935707,1133892,1678383,426b41948ffe5fa5d7fe2137cfcb1ed5,2020-01-09T15:07:39.397Z,5d1fafd787fac86ceb885105
1034,Closed,2005-05-26T04:00:00.000Z,2048280,2037146,97929,0,1795829,56593,31061,55734,fa57435bb72abc22ea901e12571fcb57,2020-01-09T15:07:39.573Z,5d1fafd787fac86ceb885106
1129,Closed,2007-07-02T04:00:00.000Z,20685837,20591747,0,0,20023698,171723,53267,343059,4d269c830db497554a78f3438d4eac77,2020-01-09T15:07:39.501Z,5d1fafd787fac86ceb885107
1217,Closed,2003-12-09T05:00:00.000Z,697209,652727,20250,0,597054,0,15013,20410,e5edc86c125b1ad0e734679a97ea496b,2020-01-09T15:07:39.016Z,5d1fafd787fac86ceb885108
1226,Closed,2008-03-06T05:00:00.000Z,3653569,2622004,481442,0,1885255,146617,34895,73795,2cb73fd83e76093031736437d740e171,2020-01-09T15:07:39.576Z,5d1fafd787fac86ceb885109
1202,Closed,2002-04-05T05:00:00.000Z,274106,289239,12875,0,261231,0,6652,8481,f5604107a838c0c164e53de118973874,2020-01-09T15:07:39.557Z,5d1fafd787fac86ceb88510a
1017,Closed,2002-12-12T05:00:00.000Z,855980,901267,41028,0,779972,34980,18652,26635,9343e4750643e3f960ac43fd8e3058fb,2020-01-09T15:07:39.448Z,5d1fafd787fac86ceb88510b
1227,Closed,2006-01-25T05:00:00.000Z,5866126,5656107,252316,0,4909939,264580,66146,163126,2b9b8a27e185c97bfc94d977fce5df9e,2020-01-09T15:07:39.038Z,5d1fafd787fac86ceb88510c
1243,Closed,2004-12-02T05:00:00.000Z,630841,580602,8029,0,543761,0,12365,16447,4dd684cae154d35ad70e472ecd19493d,2020-01-09T15:07:39.025Z,5d1fafd787fac86ceb88510d
1128,Closed,2002-06-21T04:00:00.000Z,2681951,2000818,146245,0,1724603,13200,37504,79266,201440c1b61d0ef020af70b6ecdb48dc,2020-01-09T15:07:39.613Z,5d1fafd787fac86ceb88510e
1166,Closed,2000-12-14T05:00:00.000Z,364043,342882,0,0,281582,45087,7704,8509,43ca19fce0a701b132f95aece9077341,2020-01-09T15:07:39.431Z,5d1fafd787fac86ceb88510f
1003,Closed,2003-04-23T04:00:00.000Z,304372,319571,28348,0,273306,0,7293,10624,18848fe59171ab8ea50f5aab57be535f,2020-01-09T15:07:39.415Z,5d1fafd887fac86ceb885110
4277,Open,,261971744,69075360.25,4664586.5,11875312.5,39725043.25,12810418,0,0,c83248f930a3cfdc228b98383728d9ee,2020-07-25T16:33:24.068Z,5d1fafd887fac86ceb885111
1263,Closed,2004-04-15T04:00:00.000Z,221216,235411,246,0,220970,0,5597,8598,82c4781e5503fa4968365bcc9e5eba0d,2020-01-09T15:07:39.478Z,5d1fafd887fac86ceb885112
4280,Open,,12565914,8364386.96,975000,0,6774913.96,614473,0,0,f14b866cfedd280093f8e1f332500088,2020-03-05T20:58:42.112Z,5d1fafd887fac86ceb885113
968,Closed,2001-09-04T04:00:00.000Z,132750,142841,0,0,132750,0,3781,6310,2974e248fadcdeb97c17703227492354,2020-01-09T15:07:39.474Z,5d1fafd887fac86ceb885114
4281,Open,,1071194,1123575,50865,45000,975329,52381,0,0,6de2cafe7ddc085c9b3a5df0e9dcf7ae,2020-01-09T15:07:39.633Z,5d1fafd887fac86ceb885115
832,Closed,1998-01-20T05:00:00.000Z,317013,340186,0,0,304013,13000,7651,15522,8a77c015bf585cd02620dcc69ea5b1de,2020-01-09T15:07:39.540Z,5d1fafd887fac86ceb885116
4282,Open,,617950,648168,28125,0,589825,30218,0,0,3127769aaed270f6fee1c2c90ceec76c,2020-01-09T15:07:39.602Z,5d1fafd887fac86ceb885117
1113,Closed,2000-03-30T05:00:00.000Z,215244,227921,8860,0,198140,8244,5449,7228,7520d4216d5fdad59e7393bc3b57fa31,2020-01-09T15:07:39.550Z,5d1fafd887fac86ceb885118
4283,Open,,48832037,23054499.44,0,0,20666612.44,2387887,0,0,c6d76e538a0ccc2935353c941d513a8d,2020-07-08T16:32:37.090Z,5d1fafd887fac86ceb885119
844,Closed,2002-03-11T05:00:00.000Z,1938940,2032964,0,0,1762444,176496,31019,63005,536f915a18a27315ab5188a9cccc4809,2020-01-09T15:07:39.420Z,5d1fafd887fac86ceb88511a
906,Closed,2003-05-19T04:00:00.000Z,530707,557519,0,0,529219,0,11941,16359,ed79197fb0356f05f24070bf63ee14d5,2020-01-09T15:07:39.502Z,5d1fafd887fac86ceb88511b
4286,Open,,43749199,23613883.57,2067343.77,69406,19337797.8,2139336,0,0,59d5d01926dcef53c15c46bcd364a95f,2020-07-08T16:32:37.094Z,5d1fafd887fac86ceb88511c
1096,Closed,2003-07-07T04:00:00.000Z,5778201,5989016,124490,0,5653711,0,65617,145198,2f5da837388c0d8602892312228dd7c9,2020-01-09T15:07:39.506Z,5d1fafd887fac86ceb88511d
4285,Open,,83681046,72387216.73,1076696.25,1800000,67189986.5,2320533.98,0,0,0cf6090126f5505844f3861057f17077,2020-07-11T16:33:24.677Z,5d1fafd887fac86ceb88511e
887,Closed,1998-12-04T05:00:00.000Z,923860,365696,0,0,342832,0,8151,14713,10332f5da9cba0324914e8cdf8e5cdde,2020-01-09T15:07:39.525Z,5d1fafd887fac86ceb88511f
4287,Open,,960588,275159,37415,0,191980,45764,0,0,91c915e220d7efd88de378a7f3e55c69,2020-01-09T15:07:39.569Z,5d1fafd887fac86ceb885120
1186,Closed,2005-07-18T04:00:00.000Z,2135400,1460344,100000,0,1166047,135400,25392,33505,cddd22d6d750ac49582f596cd8a25326,2020-01-09T15:07:39.603Z,5d1fafd887fac86ceb885121
4289,Open,,5648449,3738577.25,21177.07,22500,3538227.18,156673,0,0,ed586316ac884fb9ac49ba0675cbbe8a,2020-05-02T17:00:39.023Z,5d1fafd887fac86ceb885122
952,Closed,2002-07-24T04:00:00.000Z,520438,558252,11265,0,509071,0,11928,25988,42f66baf0b6e47ab226d92563be3a189,2020-01-09T15:07:39.412Z,5d1fafd887fac86ceb885123
4288,Open,,1745397,1804667.95,26608.2,109705,1583004.75,85350,0,0,8ebfd3baffcd53b18f204fe6c2f16aee,2020-04-10T17:01:20.872Z,5d1fafd887fac86ceb885124
1013,Closed,2004-05-18T04:00:00.000Z,1985365,1672707,267669,0,1332686,0,27453,44899,d568ea7f0bbd4b3bf2c42c84ac361615,2020-01-09T15:07:39.562Z,5d1fafd887fac86ceb885125
4290,Open,,1412188,1170134.25,68831,20250,1011997.25,69056,0,0,c1bc6bc04403ccc1f79da84be3c6068c,2020-01-09T15:07:39.403Z,5d1fafd887fac86ceb885126
1231,Closed,2006-05-22T04:00:00.000Z,508104,512332,24195,0,459714,0,11026,17397,6ff674f11587297dcf49e87b6b994a2c,2020-01-09T15:07:39.555Z,5d1fafd887fac86ceb885127
1205,Closed,2003-04-30T04:00:00.000Z,278346,294298,0,0,243616,34730,6751,9201,0a29262a18680e3b5932c293716ba12e,2020-01-09T15:07:39.496Z,5d1fafd887fac86ceb885128
4292,Open,,4195484,3452119.02,0,0,3246960.02,205159,0,0,765812184a462be0f42fee52d7285b14,2020-08-01T16:36:55.806Z,5d1fafd887fac86ceb885129
997,Open,,34246985,34133921,0,0,33035490,329282,148469,620680,f76fe48f366fb4135c726b12f5e85f3c,2020-01-09T15:07:39.623Z,5d1fafd887fac86ceb88512a
4294,Open,,2705670,2809662.75,119015,36000,2522340.75,132307,0,0,eaef5d706d893c09e87b60a235bbd4b4,2020-02-26T20:58:04.114Z,5d1fafd887fac86ceb88512b
864,Closed,2001-07-16T04:00:00.000Z,855667,903942,0,0,845667,0,18705,39570,cc74d1484781ac43e8a0f08db8a24c86,2020-01-09T15:07:39.595Z,5d1fafd887fac86ceb88512c
4293,Open,,1098347,397255,0,0,375885,21370,0,0,e45ede4ab1b5c94727b3aa07da96d369,2020-07-28T16:34:08.989Z,5d1fafd887fac86ceb88512d
842,Closed,1999-11-17T05:00:00.000Z,5801211,5656728,0,0,5467716,0,63964,125048,47acc458731feb534930f49e0409e4af,2020-01-09T15:07:39.591Z,5d1fafd887fac86ceb88512e
4295,Open,,1801608,1792611.5,79886.75,0,1624625.75,88099,0,0,67b66736475c664a2dff5fa3987c42e7,2020-04-14T17:02:16.199Z,5d1fafd887fac86ceb88512f
1235,Closed,2006-12-11T05:00:00.000Z,617920,596959,0,0,566592,0,12685,17682,3a897e46de692610dc32b54bdb2c54d1,2020-01-09T15:07:39.429Z,5d1fafd887fac86ceb885130
4298,Open,,1445748,1472119.09,67836.37,87473.56,1247181.16,69628,0,0,4fb1a733af268aad048bce2eb41fe7c4,2020-06-24T16:33:35.485Z,5d1fafd887fac86ceb885131
825,Closed,1992-11-24T05:00:00.000Z,124871,132551,0,0,117020,5851,3579,6101,678c60b264210dd8fcef93a8c580dd7c,2020-01-09T15:07:39.592Z,5d1fafd887fac86ceb885132
4296,Open,,2611342,290105,103496,0,58914,127695,0,0,b2014b338a4542ea3f5a46d47a1429a4,2020-01-09T15:07:39.539Z,5d1fafd887fac86ceb885133
870,Closed,2000-12-28T05:00:00.000Z,663441,667672,0,0,630000,0,14072,23600,4fc72a361de67ec32832b34ef4e081fc,2020-01-09T15:07:39.610Z,5d1fafd887fac86ceb885134
4303,Open,,2176650,757390,0,0,650952,106438,0,0,f21377b7779c9834a04e3fbc66f19d04,2020-01-09T15:07:39.572Z,5d1fafd887fac86ceb885135
1168,Closed,2004-04-20T04:00:00.000Z,2588127,2697382,0,0,2588127,0,37598,71657,ede72dd8df5886dea933622b73938290,2020-01-09T15:07:39.449Z,5d1fafd887fac86ceb885136
4297,Open,,4908607,1398609.25,242562.75,0,916015.5,240031,0,0,6b0ffef1a4716085700856d278b1d006,2020-01-09T15:07:39.577Z,5d1fafd887fac86ceb885137
1098,Closed,2002-11-30T05:00:00.000Z,664095,698127,52500,0,585250,26345,14669,19363,595c53241e11b67f1af6ec997a2bba9c,2020-01-09T15:07:39.483Z,5d1fafd887fac86ceb885138
4299,Open,,12537792,8999071.97,600459,387519,7397995.97,613098,0,0,be27ed64c3eaa0836f5b2a66c0e7a8cc,2020-01-09T15:07:39.393Z,5d1fafd887fac86ceb885139
945,Closed,1995-11-24T05:00:00.000Z,74577,79353,0,0,73117,0,2311,3925,11ec7411a2a059e25dacc83857377571,2020-01-09T15:07:39.558Z,5d1fafd887fac86ceb88513a
4305,Open,,10136842,4144464.03,0,562519,3086253.03,495692,0,0,9b2bc688e58bfb0bd19dba8e4706c074,2020-04-10T17:01:20.881Z,5d1fafd887fac86ceb88513b
1250,Closed,2008-03-21T04:00:00.000Z,7207731,6689836,792612,0,5787367,0,79188,30669,0fccc6959a5d47f8dbc05c63422fa1fe,2020-01-09T15:07:39.407Z,5d1fafd887fac86ceb88513c
4300,Open,,516700,541967,25835,0,490865,25267,0,0,b548e5a53cbef1db74c8f413e27b0f22,2020-01-09T15:07:39.519Z,5d1fafd887fac86ceb88513d
1511,Closed,2015-08-18T04:00:00.000Z,1506612,262977,0,0,248724,0,6137,8116,6ca918cd4bea174611218cb4e348853f,2020-01-09T15:07:39.474Z,5d1fafd887fac86ceb88513e
4317,Open,,19690739,19938462.27,271068,905819,17798698.27,962877,0,0,99b2972890d6e7dff0603ae96ae54b49,2020-06-02T16:33:55.578Z,5d1fafd887fac86ceb88513f
827,Closed,2002-03-22T05:00:00.000Z,144445,155247,0,0,144445,0,4024,6778,56000eaa9e867d2c3f5e7051ab8ae4b2,2020-01-09T15:07:39.606Z,5d1fafd887fac86ceb885140
4302,Open,,406864,0,0,0,0,0,0,0,06d749f6559dc7f94e548204ab0f765e,2020-01-09T15:07:39.524Z,5d1fafd887fac86ceb885141
1252,Closed,2002-12-23T05:00:00.000Z,270899,286725,0,0,270899,0,6602,9224,7493e519277b5e971043ad8ab1a9ceaa,2020-01-09T15:07:39.513Z,5d1fafd887fac86ceb885142
4321,Open,,394982,110298.59,25840.59,0,65235,19223,0,0,33c09209e9a35b88acb786f1252996e0,2020-01-09T15:07:39.440Z,5d1fafd887fac86ceb885143
985,Closed,1999-08-11T04:00:00.000Z,877466,926045,0,0,877466,0,19138,29441,c0ba552415d3110fc7b89d972df84784,2020-01-09T15:07:39.597Z,5d1fafd887fac86ceb885144
4304,Open,,1270887,1331822,27371,0,1243516,60935,0,0,9046efffd747b6346acf4d5138402652,2020-01-09T15:07:39.589Z,5d1fafd887fac86ceb885145
